SN	Distance_X_LOGO_MainBoard_RD1	Distance_X_LOGO_MainBoard_RD2	Distance_X_LOGO_MainBoard_RD3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_MainBoard_RD1	Distance_Y_LOGO_MainBoard_RD2	Distance_Y_LOGO_MainBoard_RD3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_MainBoard_RD1	Angle_MainBoard_RD2	Angle_MainBoard_RD3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Average_X	Average_Y	Average_Angle	Date_time
FLQS309TGRWY____	0.015	0.053	0.053	0.016	0.016	0.016	0.015	0.053	0.016	0.053	0.016	0.053	0.054	0.014	0.054	0.014	0.053	0.012	0.054	0.015	0.014	0.014	0.054	0.015	0.053	0.053	0.015	0.053	0.016	0.015	0.015	0.012	-0.056	-0.055	-0.054	-0.092	-0.051	-0.056	-0.055	-0.056	-0.056	-0.056	-0.051	-0.054	-0.056	-0.091	-0.059	-0.091	-0.054	-0.058	-0.059	-0.058	-0.091	-0.051	-0.059	-0.089	-0.054	-0.054	-0.058	-0.054	-0.051	-0.058	-0.056	-0.058	0.557	0.572	0.572	0.567	0.555	0.557	0.555	0.572	0.557	0.572	0.555	0.571	0.572	0.565	0.573	0.565	0.571	0.556	0.573	0.557	0.565	0.555	0.573	0.566	0.572	0.572	0.557	0.572	0.555	0.557	0.557	0.556	0.03	-0.061	0.564	2016_7_13_16_27_52
FLQS319HGRWY____	-0.045	-0.047	-0.046	-0.043	-0.045	-0.045	-0.048	-0.045	-0.045	-0.045	-0.045	-0.047	-0.046	-0.007	-0.091	-0.007	-0.047	-0.047	-0.091	-0.044	-0.007	-0.049	-0.091	-0.045	-0.046	-0.046	-0.044	-0.046	-0.045	-0.044	-0.045	-0.047	0	-0.003	0.006	0.032	-0.003	-0.003	0.033	-0.001	-0.003	-0.001	-0.003	-0.001	0.03	0	0.028	0	-0.001	0.029	0.028	-0.001	0	-0.003	0.028	0.033	0.006	0.006	-0.001	0.006	-0.003	-0.001	0.001	0.029	0.082	0.082	0.08	0.074	0.083	0.083	0.072	0.083	0.083	0.083	0.083	0.082	0.074	0.098	0.055	0.098	0.082	0.074	0.055	0.084	0.098	0.082	0.055	0.073	0.08	0.08	0.084	0.08	0.083	0.084	0.082	0.074	-0.046	0.008	0.08	2016_7_13_16_27_55
FLQS3009GRWQ____	-0.051	-0.087	-0.053	-0.049	-0.012	-0.05	-0.051	-0.051	-0.05	-0.051	-0.012	-0.05	-0.051	-0.052	-0.052	-0.052	-0.05	-0.013	-0.052	-0.014	-0.052	-0.015	-0.052	-0.014	-0.053	-0.053	-0.014	-0.053	-0.012	-0.014	-0.012	-0.013	0.039	0.004	0.004	0.005	0.005	0.003	-0.003	0.005	0.003	0.005	0.005	0.003	0.006	0.003	0.004	0.003	0.003	0.009	0.004	0.007	0.003	0.008	0.004	0.044	0.004	0.004	0.007	0.004	0.005	0.007	0.006	0.009	-0.584	-0.589	-0.575	-0.573	-0.559	-0.574	-0.572	-0.575	-0.574	-0.575	-0.559	-0.574	-0.574	-0.575	-0.574	-0.575	-0.574	-0.56	-0.574	-0.559	-0.575	-0.56	-0.574	-0.57	-0.575	-0.575	-0.559	-0.575	-0.559	-0.559	-0.559	-0.56	-0.039	0.007	-0.57	2016_7_13_16_27_57
FLQS3024GRWM____	0.053	0.054	0.058	0.013	0.055	0.094	0.058	0.056	0.094	0.056	0.055	0.055	0.056	0.011	0.056	0.011	0.055	0.094	0.056	0.056	0.011	0.053	0.056	0.01	0.058	0.058	0.056	0.058	0.055	0.056	0.095	0.094	-0.017	-0.017	-0.013	-0.059	-0.05	-0.009	-0.055	-0.056	-0.009	-0.056	-0.05	-0.014	-0.053	-0.059	-0.05	-0.059	-0.014	-0.01	-0.05	-0.011	-0.059	-0.049	-0.05	-0.102	-0.013	-0.013	-0.011	-0.013	-0.05	-0.011	-0.047	-0.01	-0.024	-0.024	-0.024	-0.029	-0.014	-0.009	-0.011	-0.011	-0.009	-0.011	-0.014	-0.024	-0.013	-0.03	-0.014	-0.03	-0.024	-0.009	-0.014	-0.025	-0.03	-0.015	-0.014	-0.018	-0.024	-0.024	-0.025	-0.024	-0.014	-0.025	0.001	-0.009	0.055	-0.035	-0.018	2016_7_13_16_28_00
FLQS3047GRWM____	-0.074	-0.082	-0.082	-0.121	-0.12	-0.121	-0.124	-0.121	-0.121	-0.121	-0.12	-0.082	-0.121	-0.084	-0.082	-0.084	-0.082	-0.124	-0.082	-0.12	-0.084	-0.123	-0.082	-0.121	-0.082	-0.082	-0.12	-0.082	-0.12	-0.12	-0.123	-0.124	0.066	0.021	0.056	0.019	0.055	0.019	0.017	0.017	0.019	0.017	0.055	0.059	0.052	0.022	0.02	0.022	0.059	0.017	0.02	0.018	0.022	0.017	0.02	0.018	0.056	0.056	0.018	0.056	0.055	0.018	0.02	0.017	-0.168	-0.158	-0.168	-0.174	-0.184	-0.175	-0.174	-0.174	-0.175	-0.174	-0.184	-0.169	-0.184	-0.16	-0.157	-0.16	-0.169	-0.174	-0.157	-0.173	-0.16	-0.174	-0.157	-0.174	-0.168	-0.168	-0.173	-0.168	-0.184	-0.173	-0.175	-0.174	-0.104	0.032	-0.171	2016_7_13_16_28_02
FLQS3052GRWY____	-0.004	-0.003	0.039	-0.006	0.037	-0.006	-0.006	-0.004	-0.006	-0.004	0.037	0.039	-0.002	0.039	0.04	0.039	0.039	-0.004	0.04	-0.006	0.039	-0.005	0.04	-0.005	0.039	0.039	-0.006	0.039	0.037	-0.006	-0.006	-0.004	0.022	0.053	0.051	0.055	0.053	0.052	0.051	0.054	0.052	0.054	0.053	0.053	0.055	0.051	0.049	0.051	0.053	0.054	0.049	0.05	0.051	0.05	0.049	0.053	0.051	0.051	0.05	0.051	0.053	0.05	0.051	0.054	-0.043	-0.051	-0.034	-0.053	-0.035	-0.052	-0.052	-0.052	-0.052	-0.052	-0.035	-0.034	-0.052	-0.034	-0.033	-0.034	-0.034	-0.052	-0.033	-0.052	-0.034	-0.052	-0.033	-0.052	-0.034	-0.034	-0.052	-0.034	-0.035	-0.052	-0.052	-0.052	0.015	0.051	-0.043	2016_7_13_16_28_06
FLQS3057GRWM____	-0.002	-0.003	-0.001	-0.003	-0.002	-0.003	-0.003	-0.004	-0.003	-0.004	-0.002	-0.003	-0.004	-0.004	-0.005	-0.004	-0.003	-0.005	-0.005	-0.003	-0.004	-0.007	-0.005	-0.003	-0.001	-0.001	-0.003	-0.001	-0.002	-0.003	-0.043	-0.005	-0.005	0	0.002	-0.001	-0.003	-0.003	0.033	-0.001	-0.003	-0.001	-0.003	0	-0.005	-0.003	-0.039	-0.003	0	-0.039	-0.039	-0.003	-0.003	-0.039	-0.039	-0.002	0.002	0.002	-0.003	0.002	-0.003	-0.003	-0.002	-0.039	0.569	0.568	0.568	0.567	0.569	0.568	0.558	0.567	0.568	0.567	0.569	0.567	0.568	0.568	0.577	0.568	0.567	0.577	0.577	0.568	0.568	0.577	0.577	0.568	0.568	0.568	0.568	0.568	0.569	0.568	0.551	0.577	-0.005	-0.008	0.569	2016_7_13_16_28_09
FLQS3072GRWV____	-0.136	-0.138	-0.094	-0.137	-0.138	-0.138	-0.138	-0.138	-0.138	-0.138	-0.138	-0.135	-0.096	-0.096	-0.137	-0.096	-0.135	-0.179	-0.137	-0.137	-0.096	-0.138	-0.137	-0.138	-0.094	-0.094	-0.137	-0.094	-0.138	-0.137	-0.138	-0.179	0.082	0.116	0.12	0.079	0.085	0.082	0.115	0.08	0.082	0.08	0.085	0.118	0.121	0.083	0.08	0.083	0.118	0.08	0.08	0.082	0.083	0.116	0.08	0.083	0.12	0.12	0.082	0.12	0.085	0.082	0.08	0.08	-0.083	-0.093	-0.076	-0.082	-0.084	-0.084	-0.094	-0.084	-0.084	-0.084	-0.084	-0.093	-0.077	-0.067	-0.083	-0.067	-0.093	-0.101	-0.083	-0.084	-0.067	-0.094	-0.083	-0.085	-0.076	-0.076	-0.084	-0.076	-0.084	-0.084	-0.084	-0.101	-0.129	0.093	-0.083	2016_7_13_16_28_12
FLQS3084GRWM____	-0.011	-0.015	-0.053	-0.05	-0.013	-0.012	-0.053	-0.008	-0.012	-0.008	-0.013	-0.052	-0.052	-0.052	-0.052	-0.052	-0.052	-0.009	-0.052	-0.013	-0.052	-0.007	-0.052	-0.011	-0.053	-0.053	-0.013	-0.053	-0.013	-0.013	-0.012	-0.009	0.033	-0.003	-0.003	0.002	0.002	0.004	-0.039	0.003	0.004	0.003	0.002	0	0	0.003	0.002	0.003	0	0.003	0.002	0.005	0.003	0.002	0.002	0.005	-0.003	-0.003	0.005	-0.003	0.002	0.005	0.004	0.003	-0.072	-0.064	-0.08	-0.079	-0.065	-0.064	-0.069	-0.062	-0.064	-0.062	-0.065	-0.08	-0.08	-0.08	-0.08	-0.08	-0.08	-0.063	-0.08	-0.065	-0.08	-0.062	-0.08	-0.063	-0.08	-0.08	-0.065	-0.08	-0.065	-0.065	-0.064	-0.063	-0.03	0.002	-0.071	2016_7_13_16_28_16
FLQS3160GRWY____	-0.148	-0.148	-0.147	-0.146	-0.109	-0.109	-0.145	-0.148	-0.109	-0.148	-0.109	-0.144	-0.148	-0.144	-0.143	-0.144	-0.144	-0.108	-0.143	-0.11	-0.144	-0.106	-0.143	-0.107	-0.147	-0.147	-0.11	-0.147	-0.109	-0.11	-0.108	-0.108	0.075	0.071	0.074	0.073	0.077	0.076	0.077	0.071	0.076	0.071	0.077	0.075	0.072	0.078	0.076	0.078	0.075	0.079	0.076	0.077	0.078	0.08	0.076	0.075	0.074	0.074	0.077	0.074	0.077	0.077	0.075	0.079	-0.136	-0.135	-0.135	-0.134	-0.12	-0.12	-0.135	-0.135	-0.12	-0.135	-0.12	-0.135	-0.135	-0.135	-0.134	-0.135	-0.135	-0.12	-0.134	-0.121	-0.135	-0.12	-0.134	-0.119	-0.135	-0.135	-0.121	-0.135	-0.12	-0.121	-0.12	-0.12	-0.13	0.076	-0.129	2016_7_13_16_28_19
